,name,tag,vector
80,slowworm,<http://dbpedia.org/resource/Slowworm>,[]
81,slug,<http://dbpedia.org/resource/Slug>,"[-0.065266669, -0.065490648, -0.21753627, -0.042734537, 0.089594923, -0.081403546, 0.18654752, 0.079866529, -0.24360543, 0.22856593, 0.22106026, 0.17837551, 0.10180219, 0.24076109, -0.2017341, 0.32051334, -0.43646425, -0.17814828, -0.51388252, 0.3090595, -0.46889222, 0.26217687, 0.044005714, -0.12202603, 0.019518156, 0.51672065, -0.36425924, 0.056862652, -0.013987804, -0.026688408, 0.16978459, 0.22228605, 0.23067677, 0.47983986, -0.16238511, -0.07719487, -0.10876753, 0.23021999, -0.40533888, -0.057697125, 0.094813451, 0.22014669, -0.13379988, 0.20510636, 0.030295378, 0.64718276, -0.16566209, 0.47384107, -0.29595429, -0.36045909, -0.28863266, 0.083727531, -0.18791918, -0.44247919, 0.054036546, 0.33878553, 0.65087211, -0.34378389, -0.22829609, -0.080561638, -0.37180066, 0.375698, -0.25610641, -0.11320699, -0.23870634, -0.27611032, -0.033574067, -0.18020551, -0.12932485, -0.086666495, -0.14197218, -0.17000817, 0.21517131, -0.27073997, 0.30715975, -0.43938565, -0.073937029, -0.038887512, 0.08396595, -0.013069752, 0.28293163, -0.20557858, 0.13223919, -0.18619972, -0.11324038, -0.035481431, -0.14510894, -0.19851382, -0.18665154, -0.043649454, -0.087959535, 0.15171799, -0.0075991023, 0.37188184, -0.21128882, 0.25310454, -0.29701361, -0.15642187, 0.15860029, -0.15544048, 0.29761177, 0.085961871, 0.46551406, 0.38203084, -0.0035749935, 0.1399589, 0.43553904, -0.049442552, 0.52294874, 0.44162321, -0.066831082, -0.15879984, -0.26703897, -0.041773144, 0.173189, 0.18191409, 0.63384181, -0.12233458, 0.24058303, -0.2508525, 0.038050886, 0.24393743, -0.25429997, 0.012199153, -0.29862162, 0.2216332, -0.097135104, -0.26896536, -0.033288222, -0.17782146, 0.35151857, -0.3413223, -0.36978433, -0.38930005, -0.055369884, 0.32602635, -0.17345591, -0.091450006, 0.64678925, -0.40866527, 0.1606711, 0.3016074, -0.14813834, 0.16898529, -0.21837033, 0.15922739, 0.47871333, 0.019179318, -0.066031873, -0.21622948, 0.4793652, 0.73788053, -0.061911024, -0.040412251, -0.4052361, -0.2686699, -0.16227324, 0.23745705, -0.47651878, -0.49157006, -0.34755158, -0.26827887, 0.020931123, -0.03651252, -0.14896949, 0.081766076, -0.0025052112, -0.12134394, -0.1115098, 0.3242732, 0.15106855, 0.40142867, 0.63780713, -0.14813894, 0.075828217, -0.35262647, 0.22516547, -0.28109679, 0.42597902, 0.15471393, 0.23984845, -0.18742469, -0.18087578, -0.025931392, 0.045366228, -0.19308785, 0.39640728, -0.25542939, 0.082290724, 0.063229308, -0.14148189, 0.022363607, -0.19146729, -0.028294411, -0.020663794, -0.47217047, 0.250916, 0.25359365, -0.18621106, -0.1354724]"
82,sole,<http://dbpedia.org/resource/Sole>,[]
83,sparrow,<http://dbpedia.org/resource/Sparrow>,"[-0.022226129, -0.0087021999, -0.15068322, -0.48771814, 0.20762028, 0.059270684, -0.006426767, 0.23500426, 0.098376572, 0.026018543, 0.19744052, 0.24007487, 0.33277661, 0.020407978, 0.031524383, 0.36555088, -0.44170851, -0.14135899, -0.039423328, -0.061211497, -0.29145691, -0.23235577, -0.094093867, -0.065128028, 0.046206381, 0.15653378, -0.58107042, 0.11685688, 0.038244773, -0.32949516, 0.22351013, 0.024935761, 0.063491799, -0.045100596, 0.023782229, -0.011675919, -0.082430929, 0.24139361, -0.35679597, 0.11907755, -0.049984876, 0.17378215, -0.086043693, 0.48355281, -0.13476193, 0.51117897, -0.3189483, 0.31039906, -0.014790485, -0.20779712, 0.050103411, 0.056683924, -0.24142344, -0.38081053, 0.17592651, 0.12985627, 0.30278406, -0.32158846, 0.14543334, -0.37936419, -0.22248031, 0.31380767, -0.19517012, -0.3179391, -0.15139967, -0.31310841, 0.20961113, 0.064457767, 0.1800478, -0.0052930722, -0.55032945, -0.32730645, 0.25670865, -0.094034858, 0.63376319, -0.19533621, -0.14202859, -0.03491037, 0.14767091, -0.010134346, 0.0093424758, 0.013340924, 0.13674897, 0.24529403, 0.23751456, 0.21875679, -0.20940882, -0.051281087, -0.35706249, 0.016320605, -0.095202439, -0.11956897, 0.031616244, 0.070755765, -0.27062121, 0.11836357, -0.17072065, -0.032250926, -0.12098987, 0.15428972, -0.059688635, -0.020150794, -0.18966281, 0.38260517, 0.029164182, 0.28958055, 0.10607187, -0.05625559, 0.27406511, 0.011445951, 0.12648809, -0.1187541, -0.21878235, 0.14426142, 0.04817443, -0.033672068, 0.52958649, 0.024042437, 0.030166714, -0.062725157, -0.016667336, -0.13572882, 0.0036236236, -0.21889552, -0.1165538, 3.1685733e-05, -0.002456665, -0.24989514, 0.17127505, -0.10671807, 0.25904721, -0.13663165, -0.16557072, 0.049530957, -0.051963501, 0.082618311, 0.026849223, 0.011565499, 0.30353275, 0.0064859572, 0.022651572, 0.4099662, -0.30278882, 0.061189044, -0.30838874, 0.42423925, 0.53662497, 0.21566218, 0.25280309, -0.07853359, 0.24090134, 0.28047994, -0.083597504, 0.14021745, -0.40494534, -0.3320134, 0.087737866, 0.12875992, -0.27353615, -0.28653854, -0.073685318, -0.12032658, -0.057321317, 0.023349831, -0.046947714, 0.17564048, 0.22109124, -0.049665626, 0.020295091, 0.28009245, 0.13839059, 0.22725853, 0.30766982, -0.1205872, 0.066949762, -0.13043605, 0.052354891, -0.067288652, 0.35714352, 0.14087269, 0.14529121, -0.32511795, -0.26558942, 0.21833427, 0.15020923, 0.13358362, 0.16608427, 0.056447603, 0.51259756, 0.24374154, -0.40865755, 0.42014933, -0.35472804, -0.081823342, 0.048740216, -0.46445462, 0.16223373, 0.11300929, -0.1767699, 0.044745315]"
84,squirrel,<http://dbpedia.org/resource/Squirrel>,"[0.065421782, -0.3292447, -0.48827335, -0.77787626, 0.36569124, 0.3627618, -0.11756807, -0.0049882825, 0.34327662, -0.22589611, 0.63779199, 0.64831483, 0.85764354, 0.024243884, 0.27332756, -0.05825429, -0.66469085, -0.2928018, -0.17656498, -0.35911736, -0.59514725, -0.41460377, -0.027185693, -0.47088775, 0.29146343, 0.11467332, -1.0969634, -0.063859582, -0.3463774, -0.18691984, 0.0081034983, 0.1543029, -0.038650569, -0.17455207, 0.12012207, 0.32168975, 0.14837535, 0.59934837, -0.46781394, 0.30012104, 0.17483094, 0.23266156, -0.030271402, 0.72226095, -0.20087865, 0.50588632, -0.57254905, 0.8471818, -0.061782893, 0.060524344, 0.31242204, -0.27639943, 0.0096573494, -0.56117928, 0.40191612, 0.19848533, 0.34211457, -0.73504889, -0.28850508, -0.37231067, -0.54865891, -0.25027516, 0.20242898, -0.40319952, -0.53739423, 0.059585251, 0.30394739, 0.30432165, 0.69253105, -0.33952314, -1.009372, -0.058109242, 0.10728098, 0.11074968, 0.27364612, -0.028035853, -0.10850033, -0.735448, 0.33107188, -0.39393839, 0.22280447, -0.24553668, 0.89434701, 0.11314717, 0.29407993, 0.29658169, -0.12571836, 0.17727052, -0.27543545, 0.32829437, -0.5464021, -0.17898326, 0.25664142, -0.072633788, -0.7433095, 0.27439138, -0.63618743, 0.21236259, -0.28737935, 0.48287582, -0.0024251125, -0.093395054, 0.02776318, 0.91208476, -0.071097068, 0.11951706, 0.38355389, 0.10239413, 0.11852597, -0.23875716, 0.12645157, -0.50154102, 0.046816107, 0.86746389, 0.069190226, 0.0080933664, 0.85330713, -0.48111287, -0.19680624, -0.94289201, 0.31624833, 0.2400098, 0.21077114, -0.2266787, -0.47329113, 0.27187744, -0.17158443, 0.16902837, 0.047578901, -0.1648072, 0.663571, 0.21574298, -0.24543323, 0.027088316, 0.012188801, -0.058881152, -0.098502226, 0.10980123, 0.47847909, -0.38818955, 0.061582785, 0.87363809, -0.15330355, 0.33502704, -0.3381134, 0.96452928, 0.79071659, 0.11476204, 0.0012613322, -0.00037361757, 0.79089928, 0.389568, 0.018936628, 0.29828268, -0.26948413, -0.59843928, 0.35840559, 0.35798648, -0.86398399, -0.44659328, -0.24569875, -0.16843429, -0.23482834, 0.1253088, -0.14907452, -0.010497937, 0.12509809, 0.0026292757, -0.11443125, 0.13270798, 0.15843762, 0.67886943, 0.68334657, 0.15759194, 0.32729894, -0.084373459, -0.18620074, -0.54409087, 0.62755334, 0.029539136, -0.077862725, -0.12899396, -0.58618921, 0.29435042, 0.30773717, 0.53066456, 0.28298479, -0.31544292, 1.3150626, 0.31101349, -0.20412919, 1.1905593, -0.59062034, 0.30068135, 0.14280054, -0.74971151, 0.22412588, 0.045762528, -0.45176205, 0.37529105]"
85,starfish,<http://dbpedia.org/resource/Starfish>,"[0.24194689, -0.15831006, -0.24466303, -0.45959505, 0.16623122, 0.047451898, -0.24761109, 0.20493457, -0.15352906, -0.038179677, 0.36513317, 0.63256335, 0.18329351, -0.091752321, 0.077634506, 0.28840926, -0.45476329, -0.25592947, -0.19415277, 0.11743511, -0.20201164, -0.25872377, 0.16916779, -0.10136457, 0.044787958, 0.37402427, -0.9016127, -0.1219832, -0.090863355, -0.49384278, 0.2108165, 0.095355518, -0.051325541, -0.19140497, -0.017986981, -0.02634888, 0.13991629, 0.45645735, -0.58403951, -0.16927233, 0.48433083, -0.066096671, -0.09646713, 0.55702424, -0.039464906, 0.84261787, -0.21624875, 0.50026065, 0.19071309, 0.13162991, -0.26734981, -0.14098117, -0.047595371, -0.37009546, 0.21911085, 0.23513013, -0.16418177, -0.29001853, -0.30036533, -0.33122343, -0.16572347, 0.19639374, -0.09015388, -0.42634732, -0.033657495, -0.10181113, 0.13678658, 0.095295072, 0.46855423, -0.39886549, -0.52332193, -0.23094784, 0.1572502, 0.032669995, 0.18834637, -0.35687175, -0.18059164, -0.29019257, 0.015033438, -0.082763106, 0.56085348, -0.20008337, 0.48239991, 0.20438717, -0.066759601, 0.33862731, -0.13740778, 0.016472651, -0.43634462, 0.029554445, -0.14152966, -0.33314675, 0.034572151, 0.2977688, -0.46794885, 0.14494774, -0.66695303, -0.49776995, -0.40513724, -0.11787599, -0.12514742, -0.069982626, 0.05606705, 0.4597947, -0.046451025, 0.27225512, 0.14756662, -0.15077344, 0.4535158, -0.014326835, 0.21655259, -0.38985118, -0.43239474, 0.26084262, 0.15981434, 0.092569605, 0.70021886, -0.4436709, 0.24048674, -0.52770585, -0.11546746, 0.078188181, -0.17204562, -0.11551119, -0.0092792111, -0.10916574, 0.33606634, -0.56216544, 0.38434935, -0.11582793, 0.29627645, 0.011387859, -0.11681233, 0.013835172, -0.33167416, -0.16445611, -0.12704018, 0.14640854, 0.47400588, -0.074349493, 0.10977916, 0.37351984, -0.36864701, -0.17677149, 0.062038396, 0.4962914, 0.62159532, 0.34229448, -0.025977883, -0.15404424, 0.46026272, 0.15356547, 0.015893284, 0.29143047, 0.045328595, -0.12462737, -0.045233071, 0.24028637, -0.57001543, -0.40694493, -0.15373793, -0.069164164, -0.40376291, -0.065091684, -0.1493908, 0.35310403, -0.013307077, -0.36363941, -0.16025934, 0.62053198, -0.029655518, 0.27531606, 0.87264806, 0.017434647, 0.11079177, -0.40953219, 0.16726871, -0.17028011, 0.37971595, 0.14303392, -0.22508936, -0.26565808, -0.41157988, 0.32254371, 0.10793953, 0.24242091, 0.33667356, -0.010859963, 0.43298289, 0.69239002, -0.49956077, 0.47518718, -0.25417855, -0.10121824, 0.29162654, -0.66874069, 0.011446075, 0.16380531, -0.39204371, 0.00073672255]"
86,stingray,<http://dbpedia.org/resource/Stingray>,"[-0.085687809, -0.15544918, -0.10607272, 0.22697234, 0.55182707, 0.41849929, 0.1387831, -0.054493889, 0.01360096, 0.11334641, 0.2013936, 0.59578723, 0.36871323, 0.48203111, -0.11094963, -0.01405332, -0.71803671, -0.21034284, -0.61709213, 0.36965245, -0.78003669, 0.13259767, 0.044030581, -0.32446846, -0.028594891, 0.77971321, -0.44970474, 0.26168701, -0.22454919, 0.090059385, 0.40549588, 0.47503915, 0.9091177, 0.53056276, -0.17661074, 0.082082257, -0.56778789, 0.17657675, -0.74486572, 0.41306227, 0.30313316, 0.49715143, 0.035469901, 0.69525355, -0.13411261, 0.58103114, -0.43559888, 0.63596839, -0.094655745, -0.78240317, 0.030325728, 0.2561155, -0.12076918, -0.95351833, 0.0077010207, 0.77661359, 0.80828547, -0.87202185, 0.074931227, -0.49337462, -0.56856322, 0.52369255, -0.0087877605, -0.064870641, -0.32646474, -0.38071093, 0.16426787, 0.013549725, -0.25746983, 0.20444426, -0.57380182, -0.38104108, 0.28418469, -0.4788757, 0.73219711, -0.27291927, 0.15878807, 0.21856058, -0.11861584, -0.18189162, 0.034624152, 0.16859043, 0.080899112, 0.10901893, 0.3631911, 0.68243003, -0.32922924, -0.040599182, 0.07775005, 0.28994697, -0.25442955, 0.2026052, -0.23262362, -0.32178754, 0.21425758, -0.05046805, -0.59889048, -0.019111335, 0.083440386, -0.23139127, 0.4231528, 0.14577475, 0.98065639, 0.7838909, -0.44478434, 0.43939701, 0.35875621, -0.22627218, 0.64558536, 0.46366528, -0.045257561, -0.31455505, -0.21905917, 0.35650295, 0.23217925, 0.30548191, 0.95322949, -0.0022526544, 0.30828688, -0.11469094, 0.18388875, -0.07927461, -0.17969728, -0.27280816, -0.22782327, 0.16900489, -0.24776503, -0.74487531, 0.11895934, -0.36114416, 0.45688882, -0.49329808, -0.26021931, -0.0044010063, -0.29813123, 0.60717905, -0.4147695, 0.10502115, 1.4184176, -0.75095713, 0.3036195, 0.75420076, -0.39783806, 0.032415517, -0.10114483, 0.70063609, 1.2246946, 0.58984989, 0.027995043, -0.28126317, 1.0898829, 1.2122418, -0.42611685, 0.039494541, -0.84736615, -0.62591714, 0.04023343, 0.45737156, -0.64091486, -0.58581442, -0.21507093, -0.10277083, -0.25010854, 0.26888457, 0.021524185, -0.011541412, 0.23350067, -0.26422378, -0.098117292, 0.064524785, 0.1806678, 0.3658343, 0.84410697, -0.02932064, 0.17977051, -0.5649457, -0.0018448213, -0.32113621, 0.84396893, -0.070475012, 0.47449386, -0.45434496, -0.30503932, 0.35264984, 0.27155662, 0.1364809, 0.69885701, -0.087463602, 0.62372756, 0.49819282, -0.37765336, 0.39275283, -0.56288069, 0.14625837, 0.25323188, -0.90743506, 0.55768341, 0.29849342, -0.41607305, -0.15310819]"
87,swan,<http://dbpedia.org/resource/Swan>,"[0.0095540797, -0.14735211, -0.037719298, 0.22648224, 0.66175783, 0.38098609, 0.067742854, -0.1067108, 0.059369899, 0.05864666, 0.20831451, 0.54360968, 0.3526288, 0.50261903, -0.13654806, 0.0077672508, -0.73278248, -0.20142856, -0.583013, 0.44790113, -0.83320498, 0.14355187, 0.062298711, -0.31836256, 0.015794622, 0.66608888, -0.38823384, 0.2515319, -0.14958736, 0.10592496, 0.34238842, 0.4192296, 0.86638874, 0.51312554, -0.11359326, 0.075245984, -0.57314396, 0.050479278, -0.80639768, 0.36018956, 0.33080977, 0.51712453, 0.027606377, 0.72012067, -0.18651913, 0.41323739, -0.43809673, 0.6436916, -0.039196972, -0.77453083, 0.019103449, 0.26504555, -0.15229133, -0.92411429, 0.077772811, 0.73702562, 0.79106277, -0.86968702, 0.0041740043, -0.44453084, -0.56084925, 0.41226602, 0.099204145, -0.12374087, -0.28771257, -0.30692813, 0.070946112, -0.071118169, -0.26687193, 0.18052638, -0.51059294, -0.35303369, 0.25498134, -0.53332192, 0.70886654, -0.15225664, 0.25063419, 0.24240747, -0.14781873, -0.14946175, 0.0014127534, 0.21751043, 0.18095884, 0.084086657, 0.33911037, 0.68512809, -0.37513465, -0.0022459475, 0.06078903, 0.35341269, -0.30005482, 0.27115071, -0.32406208, -0.37143806, 0.1698487, -0.047750216, -0.60316318, -0.047052942, 0.057425339, -0.19173904, 0.43883988, 0.17098911, 0.96317405, 0.78205353, -0.44364277, 0.4240911, 0.40079266, -0.3033264, 0.55838168, 0.40717524, -0.031475406, -0.24672438, -0.25229123, 0.34014541, 0.17963237, 0.17831941, 0.89906371, 0.027036138, 0.27090037, -0.13867436, 0.19264245, -0.13306509, -0.23432073, -0.3336342, -0.21463218, 0.22601725, -0.25724739, -0.73346567, 0.045170262, -0.30088663, 0.46114603, -0.50577414, -0.40302503, 0.041334935, -0.36360061, 0.56348217, -0.45700279, 0.17751142, 1.3247508, -0.83676648, 0.37790707, 0.78119004, -0.47642457, -0.014895606, -0.055756457, 0.76057988, 1.1631, 0.69790787, 0.067407258, -0.27394491, 1.0376526, 1.1769813, -0.41159743, 0.027571844, -0.71601462, -0.66426808, -0.022861736, 0.48338032, -0.7223193, -0.59975213, -0.19786353, -0.10448179, -0.3233507, 0.34068498, -0.0074105593, 0.05250046, 0.220752, -0.27214187, -0.074284717, 0.0068928166, 0.23559229, 0.44485995, 0.89584464, 0.070398532, 0.19910032, -0.52722913, -0.048447505, -0.29864904, 0.93048483, 0.027397929, 0.36260056, -0.3861779, -0.1979188, 0.30891696, 0.35086411, 0.14945182, 0.73335838, -0.084209658, 0.71548611, 0.40806136, -0.27959028, 0.43331164, -0.52422529, 0.2207436, 0.34624353, -0.89370561, 0.53297782, 0.29900044, -0.37907022, -0.16624811]"
88,termite,<http://dbpedia.org/resource/Termite>,"[-0.088044748, -0.14691485, 0.076182857, 0.12836285, 0.32818058, 0.19534276, 0.10589059, 0.008553816, -0.012787813, -0.07912942, 0.31714338, 0.80565053, 0.58400518, 0.33767322, 0.0079999277, -0.081674941, -0.64240468, -0.11632837, -0.46660337, 0.17120463, -1.0521467, 0.039445866, -0.19228703, -0.40961269, -0.12659805, 0.73023045, -0.76345909, 0.4767687, -0.067825481, -0.11852276, 0.52036887, 0.43597993, 0.63198209, 0.12691692, -0.078279898, -0.027430551, -0.2895844, 0.19760984, -0.39491737, 0.46309957, -0.14781007, 0.22756754, -0.081651956, 0.33702198, -0.30650708, 0.68165648, -0.48775852, 0.57425892, -0.026278511, -0.25043261, 0.1923192, 0.12014553, 0.062473573, -0.74912077, -0.10527132, 0.46720243, 0.68733335, -0.74146312, -0.1828633, -0.36765206, -0.71358347, 0.17812499, -0.30767232, -0.25300142, -0.075595208, 0.06906978, 0.29937029, 0.17304276, -0.35494059, 0.191958, -0.57213658, -0.18090206, 0.59774542, -0.62114114, 0.62544084, -0.34500766, -0.083804928, -0.15578519, -0.15939727, -0.095315345, 0.054175794, 0.18101929, 0.10326123, 0.42083517, -0.02868443, 0.47407889, -0.45458186, -0.10479996, -0.18199834, 0.52897233, -0.10508588, -0.049118783, -0.15239903, -0.080448084, 0.054354619, 0.033388343, -0.52187413, 0.10996739, 0.06362199, -0.026433215, 0.47529867, 0.0074344752, 0.37883982, 0.50157523, -0.21390964, 0.29779023, 0.39279464, -0.24250391, 0.79057688, 0.30592641, -0.0038480205, -0.24232006, -0.26230347, 0.53350139, 0.29603332, 0.19779858, 1.050244, -0.12712872, 0.088934422, -0.15761951, 0.25446552, -0.11510237, -0.28632647, -0.50092864, -0.64412147, 0.52663946, -0.32233378, -0.77194184, 0.2725344, -0.50529438, 0.62380451, -0.64706123, -0.26387417, 0.25402579, -0.16096674, 0.4300735, -0.045016728, 0.24202763, 1.5531948, -0.41657612, 0.18880218, 0.71580106, -0.2311442, 0.37212357, -0.18401417, 0.80300272, 1.1311789, 0.35171318, 0.25099087, -0.19073613, 0.84879804, 0.95395696, -0.18014355, 0.12500414, -1.1044499, -0.50722492, 0.3480877, 0.3175666, -0.78230864, -0.62263167, -0.28530315, -0.28948936, -0.44933116, 0.23737536, 0.33897635, 0.174308, 0.36696464, -0.52208263, -0.044312648, 0.13935274, 0.62738812, 0.44585148, 0.78918755, 0.0024538778, 0.12164482, -0.53265131, -0.1485763, -0.28584543, 0.94838607, -0.068064399, 0.22827369, -0.53878719, -0.4227725, 0.18675599, 0.33372986, 0.050759014, 0.3844516, -0.078231178, 0.50368327, 0.67216092, -0.42338952, 0.79707992, -0.81212878, 0.1736657, -0.016282689, -0.93876153, 0.3947551, 0.24341042, -0.41714677, -0.16479285]"
89,toad,<http://dbpedia.org/resource/Toad>,"[0.009188015, -0.18307754, 0.0096123638, 0.044262853, 0.47876018, 0.5082832, 0.11291628, 0.006011453, -0.011781829, 0.12843928, 0.29745036, 0.60251671, 0.51203024, 0.48362392, -0.15019232, 0.036844034, -0.7888636, -0.097508192, -0.59129035, 0.25768569, -1.0588715, -0.10495538, -0.055815101, -0.36556423, 0.056470986, 0.82333815, -0.6943754, 0.30354267, 0.030635174, -0.07316491, 0.44089782, 0.3377156, 0.62358814, 0.091434374, -0.088445559, 0.021705003, -0.40042385, 0.14370775, -0.73256224, 0.28960815, 0.07449533, 0.53835821, 0.22158673, 0.51973987, -0.22771981, 0.62033451, -0.631208, 0.79064375, -0.012538854, -0.47729707, -0.093209013, 0.26171073, 0.020247705, -1.060683, -0.056128636, 0.7349714, 0.74517477, -0.95244694, -0.13289168, -0.65958583, -0.64347219, 0.2291773, -0.10721984, -0.045719877, -0.23758595, -0.026185041, 0.19474888, 0.12988627, -0.32555804, 0.16894874, -0.51702601, -0.3590138, 0.53386354, -0.51187545, 0.61963826, -0.23313197, 0.10459632, -0.1625651, -0.011700381, -0.23428269, 0.096985564, 0.13038933, 0.053205639, 0.20679164, 0.071087845, 0.6281113, -0.37361428, -0.19524567, 0.11943953, 0.46893299, -0.21521774, 0.010284755, -0.14360736, -0.4183729, -0.11651662, 0.11230896, -0.65495771, 0.1760508, 0.055192988, -0.010443898, 0.29753223, 0.048345931, 0.76098955, 0.60211843, -0.45496246, 0.40663975, 0.36898831, -0.27019417, 0.78001058, 0.56772047, -0.07695765, -0.41314191, -0.15190236, 0.58222234, 0.18563426, 0.14313671, 0.91520554, -0.11221679, 0.2937035, -0.32620722, 0.097249933, -0.22588849, -0.20055948, -0.54157299, -0.33217719, 0.41329923, -0.32905969, -0.7505275, 0.27187529, -0.54069054, 0.51119059, -0.48907626, -0.43322149, 0.16271944, -0.20992327, 0.55488169, -0.49967471, 0.28113312, 1.410483, -0.75235224, 0.11404548, 0.68620294, -0.25434172, 0.25909752, 0.021188919, 0.88222969, 1.36696, 0.64214003, 0.12085614, -0.098808445, 1.035496, 0.81201345, 0.011761543, 0.25370216, -0.96619081, -0.57781053, 0.075175345, 0.49587512, -0.82730478, -0.74230814, -0.34581423, -0.14111526, -0.40679422, 0.49174228, -0.030080428, 0.042945549, 0.28499243, -0.32751399, -0.16574962, -0.0027426253, 0.37953961, 0.49659112, 0.86034495, -0.093085416, 0.30253097, -0.68003732, -0.093458161, -0.36305538, 0.93364429, 0.039861567, 0.28968602, -0.5901311, -0.33649451, 0.36962235, 0.50215256, 0.23571327, 0.37433413, -0.23465678, 0.81402051, 0.66307259, -0.31078035, 0.53766149, -0.77505708, 0.27297977, 0.24553998, -0.98947799, 0.51916951, 0.31871924, -0.51731247, -0.1023987]"
90,tortoise,<http://dbpedia.org/resource/Tortoise>,"[0.048167147, -0.082634047, -0.072557174, -0.27000305, 0.34467721, 0.14530753, -0.041122518, 0.10115512, 0.10947238, -0.037087016, 0.32681969, 0.45590097, 0.25913075, 0.31889138, 0.002493947, 0.18104954, -0.39064777, -0.15305459, -0.30549929, 0.15802133, -0.21746171, -0.18010166, -0.16123772, -0.17001967, 0.080452099, 0.29817131, -0.53358597, 0.19543178, -0.111649, -0.015341614, 0.11765938, 0.20981944, 0.052282363, -0.13423477, 0.020051975, -0.1100116, 0.073411986, 0.24120949, -0.25035933, -0.014186812, -0.020435881, 0.065537021, -0.03953483, 0.3677485, -0.18046501, 0.2986972, -0.46204305, 0.27497715, -0.0073720254, -0.27144998, 0.080461204, 0.070862308, -0.12878685, -0.38405153, 0.2266836, 0.16025664, 0.32239214, -0.46498626, 0.099818103, -0.25603631, -0.39815488, 0.18644357, -0.063496642, -0.40614522, -0.22623785, -0.31465515, 0.258993, 0.11521696, 0.16672719, -0.062597677, -0.56918013, -0.20274654, 0.22284259, -0.18238594, 0.39542767, 0.0031789681, -0.073539756, -0.33811924, 0.056796182, -0.24182643, 0.0661925, 0.1243559, 0.10020279, 0.14278448, 0.094785266, 0.11642987, -0.10189146, 0.10541911, -0.24153914, 0.026332157, 0.075395398, -0.053467009, 0.013733161, -0.1436431, -0.14047836, 0.098368838, -0.28090677, -0.036010332, -0.14147787, 0.048910718, 0.048639018, -0.008351001, -0.11225845, 0.20926271, 0.071722947, 0.080427267, -0.06614536, -0.1869116, 0.2623437, -0.10812839, 0.18181978, -0.27120844, -0.054029383, 0.31496269, 0.039787307, -0.027715635, 0.4796226, 0.10272076, -0.083615951, -0.4451322, 0.091192715, -0.0044211391, 0.082175434, -0.2184, -0.19692205, 0.037199575, 0.053887755, -0.35924181, 0.060519569, -0.21765146, -0.036383774, 0.012823082, -0.12050159, -0.092025384, 0.036381282, 0.085110776, -0.010351187, 0.079505153, 0.18186623, -0.044183075, 0.15237761, 0.37465462, -0.2540057, 0.13256355, -0.17156757, 0.46291861, 0.47516859, 0.064403713, 0.2001411, -0.015428583, 0.32474458, 0.36835864, -0.050417811, 0.23053558, -0.28972897, -0.39556837, 0.061960131, 0.043177754, -0.29569221, -0.16827303, 0.056998279, -0.17726567, -0.24918623, 0.20165035, -0.028147735, 0.11694778, 0.15648255, -0.20438695, -0.013617853, 0.20038867, 0.12123618, 0.2130425, 0.29659572, 0.22970188, -0.051092844, -0.11118717, 0.0060717235, -0.12526193, 0.40224618, -0.12505083, 0.11090689, -0.078435309, -0.11539442, 0.071918823, 0.12004391, 0.18374261, 0.19401519, -0.067533806, 0.52428222, 0.20178206, -0.38070583, 0.64272928, -0.2798439, -0.099860772, 0.005179802, -0.49447778, 0.11485019, 0.11326433, -0.17587684, 0.049665507]"
91,tuatara,<http://dbpedia.org/resource/Tuatara>,[]
