class,rdf2vec_tag
reptile,<http://dbpedia.org/resource/Mandarin_rat_snake>
mammal,<http://dbpedia.org/resource/Cape_dune_mole-rat>
amphibian,<http://dbpedia.org/resource/Bufotes_pseudoraddei>
fish,<http://dbpedia.org/resource/Hucho_taimen>
invertebrate,<http://dbpedia.org/resource/Trombidium_heterotrichum>
mammal,<http://dbpedia.org/resource/Eastern_chestnut_mouse>
invertebrate,<http://dbpedia.org/resource/Stenoterommata_iguazu>
invertebrate,<http://dbpedia.org/resource/Mithrodia_clavigera>
mammal,<http://dbpedia.org/resource/Forest_dormouse>
reptile,<http://dbpedia.org/resource/Tikisuchus>
mammal,<http://dbpedia.org/resource/Northeastern_coyote>
fish,<http://dbpedia.org/resource/Neoselachii>
amphibian,<http://dbpedia.org/resource/Long-nosed_horned_frog>
reptile,<http://dbpedia.org/resource/Forest_cobra>
reptile,<http://dbpedia.org/resource/Eastern_indigo_snake>
fish,<http://dbpedia.org/resource/Purple_spaghetti-eel>
mammal,<http://dbpedia.org/resource/White-headed_langur>
amphibian,<http://dbpedia.org/resource/Rhacophorus_gauni>
bird,<http://dbpedia.org/resource/Pallas's_leaf_warbler>
insect,<http://dbpedia.org/resource/Agapostemon_texanus>
bird,<http://dbpedia.org/resource/Ciconiiformes>
invertebrate,<http://dbpedia.org/resource/Hemioniscus_balani>
insect,<http://dbpedia.org/resource/Issoria_hanningtoni>
fish,<http://dbpedia.org/resource/Harttia_merevari>
fish,<http://dbpedia.org/resource/Rhinconichthys>
fish,<http://dbpedia.org/resource/Magnisudis>
insect,<http://dbpedia.org/resource/Twelve-spotted_skimmer>
bird,<http://dbpedia.org/resource/Taiwan_bush_warbler>
fish,<http://dbpedia.org/resource/Tanganyika_killifish>
mammal,<http://dbpedia.org/resource/Tragulina>
invertebrate,<http://dbpedia.org/resource/Lybia_edmondsoni>
amphibian,<http://dbpedia.org/resource/Charadrahyla_nephila>
mammal,<http://dbpedia.org/resource/Chilgatherium>
invertebrate,<http://dbpedia.org/resource/Typhlodrominae>
fish,<http://dbpedia.org/resource/Apogon_maculatus>
mammal,<http://dbpedia.org/resource/Merycoidodontoidea>
bird,<http://dbpedia.org/resource/Little_greenbul>
amphibian,<http://dbpedia.org/resource/Capetus_(amphibian)>
mammal,<http://dbpedia.org/resource/Tamá_small-eared_shrew>
fish,<http://dbpedia.org/resource/Barbus_parajae>
invertebrate,<http://dbpedia.org/resource/Ixodes_uriae>
reptile,<http://dbpedia.org/resource/Sphaerodactylus_klauberi>
bird,<http://dbpedia.org/resource/Beach_kingfisher>
invertebrate,<http://dbpedia.org/resource/Caerostris>
fish,<http://dbpedia.org/resource/Hollandichthys>
mammal,<http://dbpedia.org/resource/Clarke's_vole>
reptile,<http://dbpedia.org/resource/Malarguesaurus>
reptile,<http://dbpedia.org/resource/Chalarodon>
invertebrate,<http://dbpedia.org/resource/Aega_psora>
amphibian,<http://dbpedia.org/resource/Cophixalus_variabilis>
fish,<http://dbpedia.org/resource/Cephaloscyllium_formosanum>
reptile,<http://dbpedia.org/resource/Vences'_chameleon>
reptile,<http://dbpedia.org/resource/Leptotyphlops_nursii>
bird,<http://dbpedia.org/resource/White-winged_cinclodes>
amphibian,<http://dbpedia.org/resource/Troschel's_tree_frog>
bird,<http://dbpedia.org/resource/Hooded_seedeater>
fish,<http://dbpedia.org/resource/Checkerboard_wrasse>
insect,<http://dbpedia.org/resource/Scoparia_leucomela>
bird,<http://dbpedia.org/resource/Flammulated_bamboo_tyrant>
insect,<http://dbpedia.org/resource/Drepanopses>
insect,<http://dbpedia.org/resource/Epichrysoatomus>
reptile,<http://dbpedia.org/resource/Burmese_krait>
invertebrate,<http://dbpedia.org/resource/Ligia_oceanica>
mammal,<http://dbpedia.org/resource/Macropodinae>
bird,<http://dbpedia.org/resource/Slender-billed_kite>
fish,<http://dbpedia.org/resource/Scorpis>
reptile,<http://dbpedia.org/resource/Trimeresurus_schultzei>
invertebrate,<http://dbpedia.org/resource/Ocypode_cursor>
fish,<http://dbpedia.org/resource/Copadichromis_azureus>
amphibian,<http://dbpedia.org/resource/Cryptobatrachus_nicefori>
fish,<http://dbpedia.org/resource/Maltese_skate>
insect,<http://dbpedia.org/resource/Psaphida_resumens>
insect,<http://dbpedia.org/resource/Brachysybra_elliptica>
amphibian,<http://dbpedia.org/resource/Echinotriton>
reptile,<http://dbpedia.org/resource/Bellusaurus>
insect,<http://dbpedia.org/resource/Psilosticha_mactaria>
fish,<http://dbpedia.org/resource/Incara_multisquamatus>
reptile,<http://dbpedia.org/resource/Diadophis_punctatus_edwardsii>
insect,<http://dbpedia.org/resource/Manulea_pygmaeola>
fish,<http://dbpedia.org/resource/Clearnose_skate>
mammal,<http://dbpedia.org/resource/Kermode_bear>
invertebrate,<http://dbpedia.org/resource/Procambarus_echinatus>
mammal,<http://dbpedia.org/resource/Dhofar_shrew>
bird,<http://dbpedia.org/resource/Black-girdled_barbet>
mammal,<http://dbpedia.org/resource/Giant_solenodon>
mammal,<http://dbpedia.org/resource/Gilbert's_potoroo>
fish,<http://dbpedia.org/resource/Clarias_cavernicola>
invertebrate,<http://dbpedia.org/resource/Tellina_gaimardi>
fish,<http://dbpedia.org/resource/Barbus_carottae>
bird,<http://dbpedia.org/resource/Myiarchus>
mammal,<http://dbpedia.org/resource/Burmeister's_porpoise>
insect,<http://dbpedia.org/resource/Fernandocrambus_nitidissima>
amphibian,<http://dbpedia.org/resource/Vegas_Valley_leopard_frog>
insect,<http://dbpedia.org/resource/Aslauga_bitjensis>
fish,<http://dbpedia.org/resource/Ophichthus_woosuitingi>
fish,<http://dbpedia.org/resource/Hoplosternum_punctatum>
amphibian,<http://dbpedia.org/resource/Weller's_salamander>
bird,<http://dbpedia.org/resource/Houbara_bustard>
mammal,<http://dbpedia.org/resource/Southern_ningaui>
mammal,<http://dbpedia.org/resource/Karoo_rock_elephant_shrew>
bird,<http://dbpedia.org/resource/Saker_falcon>
fish,<http://dbpedia.org/resource/Harttia_leiopleura>
insect,<http://dbpedia.org/resource/Semioscopis_aurorella>
fish,<http://dbpedia.org/resource/Chloroscombrus>
fish,<http://dbpedia.org/resource/Eastern_spotted_gummy_shark>
insect,<http://dbpedia.org/resource/Leptocneria_reducta>
fish,<http://dbpedia.org/resource/Sand_steenbras>
fish,<http://dbpedia.org/resource/Xenotilapia_sima>
mammal,<http://dbpedia.org/resource/Sahnitherium>
mammal,<http://dbpedia.org/resource/Tundra_shrew>
insect,<http://dbpedia.org/resource/Chloropaschia>
reptile,<http://dbpedia.org/resource/Hydrophis_melanocephalus>
bird,<http://dbpedia.org/resource/Abbott's_starling>
bird,<http://dbpedia.org/resource/Red-headed_barbet>
mammal,<http://dbpedia.org/resource/Miller's_mastiff_bat>
bird,<http://dbpedia.org/resource/Barred_honeyeater>
fish,<http://dbpedia.org/resource/Whitefin_trevally>
fish,<http://dbpedia.org/resource/Sacramento_pikeminnow>
bird,<http://dbpedia.org/resource/Chough>
insect,<http://dbpedia.org/resource/Tortricodes_alternella>
mammal,<http://dbpedia.org/resource/Himalayan_striped_squirrel>
insect,<http://dbpedia.org/resource/Henricus_macrocarpana>
insect,<http://dbpedia.org/resource/Promalactis_papillata>
bird,<http://dbpedia.org/resource/Crested_partridge>
amphibian,<http://dbpedia.org/resource/Cape_Melville_tree_frog>
fish,<http://dbpedia.org/resource/Microctenopoma_fasciolatum>
reptile,<http://dbpedia.org/resource/Panaspis>
amphibian,<http://dbpedia.org/resource/Plethodontohyla_coudreaui>
invertebrate,<http://dbpedia.org/resource/Malo_maximus>
amphibian,<http://dbpedia.org/resource/Caeciliidae>
invertebrate,<http://dbpedia.org/resource/Poecilochirus>
amphibian,<http://dbpedia.org/resource/Andean_poison_frog>
insect,<http://dbpedia.org/resource/Euryprosopus>
fish,<http://dbpedia.org/resource/Macropsobrycon>
fish,<http://dbpedia.org/resource/Harttia_kronei>
mammal,<http://dbpedia.org/resource/Neacomys_minutus>
invertebrate,<http://dbpedia.org/resource/Aspatharia>
amphibian,<http://dbpedia.org/resource/Humerana_humeralis>
invertebrate,<http://dbpedia.org/resource/Lunulicardia>
reptile,<http://dbpedia.org/resource/Tropidophis>
insect,<http://dbpedia.org/resource/Neococytius_cluentius>
fish,<http://dbpedia.org/resource/Enchelyurus_flavipes>
bird,<http://dbpedia.org/resource/Labrador_duck>
insect,<http://dbpedia.org/resource/Tajuria>
fish,<http://dbpedia.org/resource/Combtooth_dogfish>
mammal,<http://dbpedia.org/resource/Epomops>
fish,<http://dbpedia.org/resource/Lamontichthys_llanero>
reptile,<http://dbpedia.org/resource/Ramphotyphlops_polygrammicus>
fish,<http://dbpedia.org/resource/Gymnothorax_philippinus>
mammal,<http://dbpedia.org/resource/Dark-caped_Atlantic_spiny_rat>
mammal,<http://dbpedia.org/resource/Steatomys>
insect,<http://dbpedia.org/resource/Cosmia_restituta>
fish,<http://dbpedia.org/resource/Xenoconger_fryeri>
bird,<http://dbpedia.org/resource/Yunnan_parrotbill>
amphibian,<http://dbpedia.org/resource/Northern_crested_newt>
fish,<http://dbpedia.org/resource/Limnichthys_rendahli>
amphibian,<http://dbpedia.org/resource/Lesueur's_frog>
amphibian,<http://dbpedia.org/resource/Atelopus_reticulatus>
mammal,<http://dbpedia.org/resource/Rhizosmilodon>
invertebrate,<http://dbpedia.org/resource/Cladonychiidae>
insect,<http://dbpedia.org/resource/Curius_panamensis>
reptile,<http://dbpedia.org/resource/Pamizinsaurus>
reptile,<http://dbpedia.org/resource/Chamaeleo_johnstoni>
fish,<http://dbpedia.org/resource/Cirrhimuraena_cheilopogon>
bird,<http://dbpedia.org/resource/Olive-backed_forest_robin>
invertebrate,<http://dbpedia.org/resource/Atergatopsis>
fish,<http://dbpedia.org/resource/Bigspot_barb>
fish,<http://dbpedia.org/resource/Pale_dottyback>
fish,<http://dbpedia.org/resource/Skythrenchelys>
invertebrate,<http://dbpedia.org/resource/Nemnichia>
invertebrate,<http://dbpedia.org/resource/Pelzneria>
reptile,<http://dbpedia.org/resource/Liasis>
bird,<http://dbpedia.org/resource/Cacatua>
fish,<http://dbpedia.org/resource/Paraliparis>
reptile,<http://dbpedia.org/resource/Scincella_silvicola>
bird,<http://dbpedia.org/resource/Greyish_saltator>
fish,<http://dbpedia.org/resource/Sharpnose_sand-eel>
reptile,<http://dbpedia.org/resource/Mount_Mabu_chameleon>
bird,<http://dbpedia.org/resource/Swamp_flycatcher>
fish,<http://dbpedia.org/resource/Escualosa>
bird,<http://dbpedia.org/resource/Eastern_violet-backed_sunbird>
mammal,<http://dbpedia.org/resource/Grant's_rock_mouse>
bird,<http://dbpedia.org/resource/Black-capped_white-eye>
fish,<http://dbpedia.org/resource/Tetrapterus>
insect,<http://dbpedia.org/resource/Macroglossum_mitchellii>
bird,<http://dbpedia.org/resource/Palaeoglaux>
invertebrate,<http://dbpedia.org/resource/Chilelopsis_calderoni>
insect,<http://dbpedia.org/resource/Polites_themistocles>
mammal,<http://dbpedia.org/resource/Antillean_fruit-eating_bat>
invertebrate,<http://dbpedia.org/resource/Isometrus_khammamensis>
amphibian,<http://dbpedia.org/resource/Dendropsophus_joannae>
bird,<http://dbpedia.org/resource/Klages's_antwren>
fish,<http://dbpedia.org/resource/Muraenichthys_hattae>
fish,<http://dbpedia.org/resource/Ragfish>
fish,<http://dbpedia.org/resource/Black_snake_mackerel>
bird,<http://dbpedia.org/resource/Andaman_crake>
bird,<http://dbpedia.org/resource/Yellow-breasted_fruit_dove>
fish,<http://dbpedia.org/resource/Brown_lanternshark>
reptile,<http://dbpedia.org/resource/Colubroidea>
bird,<http://dbpedia.org/resource/Sand-coloured_nighthawk>
reptile,<http://dbpedia.org/resource/Giant_butterfly_lizard>
invertebrate,<http://dbpedia.org/resource/Amblema>
invertebrate,<http://dbpedia.org/resource/Rhabdocarpais>
reptile,<http://dbpedia.org/resource/Tangvayosaurus>
bird,<http://dbpedia.org/resource/Himalayan_white-browed_rosefinch>
insect,<http://dbpedia.org/resource/Ithome_ferax>
mammal,<http://dbpedia.org/resource/Hondalagus>
fish,<http://dbpedia.org/resource/Leiocassis>
invertebrate,<http://dbpedia.org/resource/Leucothoidae>
invertebrate,<http://dbpedia.org/resource/Portunus>
reptile,<http://dbpedia.org/resource/Beal's_eyed_turtle>
mammal,<http://dbpedia.org/resource/Mesodma>
bird,<http://dbpedia.org/resource/Lesser_scaup>
mammal,<http://dbpedia.org/resource/Ghost-faced_bat>
bird,<http://dbpedia.org/resource/Coucal>
insect,<http://dbpedia.org/resource/Dinoderus_minutus>
insect,<http://dbpedia.org/resource/Cleora_fraterna>
insect,<http://dbpedia.org/resource/Nirmala_(genus)>
mammal,<http://dbpedia.org/resource/Fynbos_golden_mole>
reptile,<http://dbpedia.org/resource/Weapontail>
invertebrate,<http://dbpedia.org/resource/Gammarus_baysali>
insect,<http://dbpedia.org/resource/Marojala_(moth)>
insect,<http://dbpedia.org/resource/Parapoynx_restingalis>
insect,<http://dbpedia.org/resource/Lophopoeum_carinatulum>
mammal,<http://dbpedia.org/resource/Thick-spined_porcupine>
bird,<http://dbpedia.org/resource/Fuegian_steamer_duck>
insect,<http://dbpedia.org/resource/Creteus>
reptile,<http://dbpedia.org/resource/Hydrophis_obscurus>
reptile,<http://dbpedia.org/resource/Helicops_leopardinus>
reptile,<http://dbpedia.org/resource/Oligodon_pseudotaeniatus>
bird,<http://dbpedia.org/resource/Black-headed_sibia>
insect,<http://dbpedia.org/resource/Chrysocercops_azmii>
mammal,<http://dbpedia.org/resource/Fossorial_giant_rat>
insect,<http://dbpedia.org/resource/Spodoptera>
reptile,<http://dbpedia.org/resource/Coeluroides>
mammal,<http://dbpedia.org/resource/Insular_mole>
fish,<http://dbpedia.org/resource/Mylochromis_spilostichus>
invertebrate,<http://dbpedia.org/resource/Aspatharia_subreniformis>
bird,<http://dbpedia.org/resource/Spectacled_monarch>
insect,<http://dbpedia.org/resource/Elachista_lopadina>
invertebrate,<http://dbpedia.org/resource/Sergestidae>
fish,<http://dbpedia.org/resource/Horse-eye_jack>
invertebrate,<http://dbpedia.org/resource/Herpyllus_ecclesiasticus>
insect,<http://dbpedia.org/resource/Caloptilia_chalcoptera>
fish,<http://dbpedia.org/resource/Pseudolithoxus_nicoi>
fish,<http://dbpedia.org/resource/Ichthyodectes>
mammal,<http://dbpedia.org/resource/Long-nosed_short-tailed_opossum>
amphibian,<http://dbpedia.org/resource/Oaxacan_yellow_tree_frog>
bird,<http://dbpedia.org/resource/Sharp-tailed_streamcreeper>
mammal,<http://dbpedia.org/resource/Lesser_bandicoot_rat>
insect,<http://dbpedia.org/resource/Cryptocephalinae>
fish,<http://dbpedia.org/resource/Tetraodontiformes>
bird,<http://dbpedia.org/resource/Grey_francolin>
insect,<http://dbpedia.org/resource/Neopediasia>
amphibian,<http://dbpedia.org/resource/Leptodactylus_flavopictus>
bird,<http://dbpedia.org/resource/Magpie_tanager>
bird,<http://dbpedia.org/resource/Sporopipes>
bird,<http://dbpedia.org/resource/Chirping_cisticola>
invertebrate,<http://dbpedia.org/resource/Cicurina_venii>
insect,<http://dbpedia.org/resource/Xylotrechus_nunenmacheri>
invertebrate,<http://dbpedia.org/resource/Ozyptila_flava>
insect,<http://dbpedia.org/resource/Trox_capillaris>
fish,<http://dbpedia.org/resource/Snail_darter>
insect,<http://dbpedia.org/resource/Derocrania>
insect,<http://dbpedia.org/resource/Asketria>
invertebrate,<http://dbpedia.org/resource/Hypothalassia_acerba>
bird,<http://dbpedia.org/resource/New_Zealand_raven>
insect,<http://dbpedia.org/resource/Lymantria_concolor>
invertebrate,<http://dbpedia.org/resource/Yoldia_sapotilla>
reptile,<http://dbpedia.org/resource/Porthidium_ophryomegas>
mammal,<http://dbpedia.org/resource/Rendall's_serotine>
invertebrate,<http://dbpedia.org/resource/Bathymodiolus_thermophilus>
fish,<http://dbpedia.org/resource/Enchelycore_nycturanus>
bird,<http://dbpedia.org/resource/Prairie_falcon>
reptile,<http://dbpedia.org/resource/Eryx_tataricus>
mammal,<http://dbpedia.org/resource/Heteromeryx>
fish,<http://dbpedia.org/resource/Eonemachilus>
invertebrate,<http://dbpedia.org/resource/Woodlouse>
mammal,<http://dbpedia.org/resource/Tatra_chamois>
invertebrate,<http://dbpedia.org/resource/Ptychophallus>
fish,<http://dbpedia.org/resource/Naso_(genus)>
bird,<http://dbpedia.org/resource/Blue_vanga>
fish,<http://dbpedia.org/resource/Albula_(genus)>
invertebrate,<http://dbpedia.org/resource/Tetrachela>
invertebrate,<http://dbpedia.org/resource/Encyocrates>
bird,<http://dbpedia.org/resource/Lesser_adjutant>
invertebrate,<http://dbpedia.org/resource/Saraina>
insect,<http://dbpedia.org/resource/Checupa_stegeri>
fish,<http://dbpedia.org/resource/Squalidae>
bird,<http://dbpedia.org/resource/Monteiro's_bushshrike>
fish,<http://dbpedia.org/resource/Schistura_minuta>
insect,<http://dbpedia.org/resource/Salma_pyrastis>
bird,<http://dbpedia.org/resource/Livingstone's_flycatcher>
bird,<http://dbpedia.org/resource/Pine_warbler>
mammal,<http://dbpedia.org/resource/Olrog's_chaco_mouse>
insect,<http://dbpedia.org/resource/Papilio_aegeus>
insect,<http://dbpedia.org/resource/Ceryx_basilewsky>
reptile,<http://dbpedia.org/resource/Aipysurus_eydouxii>
bird,<http://dbpedia.org/resource/Sooretama_slaty_antshrike>
reptile,<http://dbpedia.org/resource/Xenosaurus_platyceps>
mammal,<http://dbpedia.org/resource/Large-eared_sheath-tailed_bat>
mammal,<http://dbpedia.org/resource/Aonyx>
fish,<http://dbpedia.org/resource/Ichthyapus_keramanus>
reptile,<http://dbpedia.org/resource/Pachydactylus_robertsi>
fish,<http://dbpedia.org/resource/Bruun's_cutthroat_eel>
reptile,<http://dbpedia.org/resource/Morelia_spilota_metcalfei>
reptile,<http://dbpedia.org/resource/Philippen's_striped_turtle>
invertebrate,<http://dbpedia.org/resource/Trichodactylidae>
mammal,<http://dbpedia.org/resource/Dorcopsis_(genus)>
invertebrate,<http://dbpedia.org/resource/Chione_(bivalve)>
amphibian,<http://dbpedia.org/resource/Chiasmocleis_leucosticta>
reptile,<http://dbpedia.org/resource/Aparallactus_jacksonii>
bird,<http://dbpedia.org/resource/Blue-winged_kookaburra>
bird,<http://dbpedia.org/resource/Quercypsitta>
fish,<http://dbpedia.org/resource/New_Zealand_grayling>
fish,<http://dbpedia.org/resource/Clupeonella>
bird,<http://dbpedia.org/resource/Indian_robin>
amphibian,<http://dbpedia.org/resource/Melanophryniscus_tumifrons>
bird,<http://dbpedia.org/resource/Silverbird_(bird)>
amphibian,<http://dbpedia.org/resource/Limnonectes_ibanorum>
invertebrate,<http://dbpedia.org/resource/Centruroides_robertoi>
invertebrate,<http://dbpedia.org/resource/Egaenus>
reptile,<http://dbpedia.org/resource/Leptotyphlops_macrorhynchus>
fish,<http://dbpedia.org/resource/Sartor>
mammal,<http://dbpedia.org/resource/West_African_long-tailed_shrew>
fish,<http://dbpedia.org/resource/Pseudochondrostoma_duriense>
invertebrate,<http://dbpedia.org/resource/Brevisomabathynella_cunyuensis>
mammal,<http://dbpedia.org/resource/Notoungulata>
invertebrate,<http://dbpedia.org/resource/Panopeus_herbstii>
invertebrate,<http://dbpedia.org/resource/Pholcus_velitchkovskyi>
invertebrate,<http://dbpedia.org/resource/Nenteriidae>
bird,<http://dbpedia.org/resource/Silvery-fronted_tapaculo>
mammal,<http://dbpedia.org/resource/Platyosphys>
fish,<http://dbpedia.org/resource/Schistura_striata>
insect,<http://dbpedia.org/resource/Plocamostethus>
insect,<http://dbpedia.org/resource/Cleptometopus_camuripes>
fish,<http://dbpedia.org/resource/Long-snouted_pipefish>
mammal,<http://dbpedia.org/resource/Clemensodon>
mammal,<http://dbpedia.org/resource/Chrysospalax>
invertebrate,<http://dbpedia.org/resource/Paralomis_africana>
insect,<http://dbpedia.org/resource/Lasiocercis_ciliata>
insect,<http://dbpedia.org/resource/West_Coast_lady>
fish,<http://dbpedia.org/resource/Sleepy_goby>
insect,<http://dbpedia.org/resource/Eugoa_sexpuncta>
mammal,<http://dbpedia.org/resource/Philippine_forest_horseshoe_bat>
fish,<http://dbpedia.org/resource/Largemouth_triplefin>
fish,<http://dbpedia.org/resource/Callionymus_meridionalis>
insect,<http://dbpedia.org/resource/Phrynidius_echinoides>
fish,<http://dbpedia.org/resource/Brachygobius>
amphibian,<http://dbpedia.org/resource/Scinax_pachycrus>
insect,<http://dbpedia.org/resource/Oenomaus_curiosa>
bird,<http://dbpedia.org/resource/Lemon-bellied_flyrobin>
insect,<http://dbpedia.org/resource/Assara_incredibilis>
insect,<http://dbpedia.org/resource/Ethmia_unilongistriella>
bird,<http://dbpedia.org/resource/Principe_seedeater>
fish,<http://dbpedia.org/resource/Acanthurus_olivaceus>
invertebrate,<http://dbpedia.org/resource/Arkansas_fatmucket>
amphibian,<http://dbpedia.org/resource/Cophixalus_zweifeli>
bird,<http://dbpedia.org/resource/Striated_heron>
invertebrate,<http://dbpedia.org/resource/Venerupis_decussata>
fish,<http://dbpedia.org/resource/Scymnodalatias>
reptile,<http://dbpedia.org/resource/Abronia_deppii>
fish,<http://dbpedia.org/resource/Volga_pikeperch>
bird,<http://dbpedia.org/resource/Grey-necked_wood_rail>
mammal,<http://dbpedia.org/resource/Indian_roundleaf_bat>
fish,<http://dbpedia.org/resource/Schistura_irregularis>
fish,<http://dbpedia.org/resource/Etropus_microstomus>
amphibian,<http://dbpedia.org/resource/Liaobatrachus>
invertebrate,<http://dbpedia.org/resource/Geosesarma_hagen>
reptile,<http://dbpedia.org/resource/Copper_skink>
fish,<http://dbpedia.org/resource/Yellowfin_fairy-wrasse>
fish,<http://dbpedia.org/resource/Somalia_catfish>
insect,<http://dbpedia.org/resource/Leptoconopinae>
bird,<http://dbpedia.org/resource/Duntroonornis>
invertebrate,<http://dbpedia.org/resource/Eriphiidae>
amphibian,<http://dbpedia.org/resource/Red_caecilian>
fish,<http://dbpedia.org/resource/Giant_boarfish>
invertebrate,<http://dbpedia.org/resource/Amaurobius_antipovae>
bird,<http://dbpedia.org/resource/Little_woodswallow>
reptile,<http://dbpedia.org/resource/Trimeresurus_jerdonii_xanthomelas>
mammal,<http://dbpedia.org/resource/Afroalpine_vlei_rat>
invertebrate,<http://dbpedia.org/resource/Ocypodoidea>
amphibian,<http://dbpedia.org/resource/Pelophylax_terentievi>
amphibian,<http://dbpedia.org/resource/Leptodactylus_jolyi>
fish,<http://dbpedia.org/resource/Coregonus_trybomi>
insect,<http://dbpedia.org/resource/Rhinoscapha_maclayi>
reptile,<http://dbpedia.org/resource/Hydrophis_spiralis>
amphibian,<http://dbpedia.org/resource/Congo_Banana_Frog>
insect,<http://dbpedia.org/resource/Obrium_vicinum>
invertebrate,<http://dbpedia.org/resource/Sea_daisy>
invertebrate,<http://dbpedia.org/resource/Pyramid_pigtoe>
mammal,<http://dbpedia.org/resource/Sooty_mustached_bat>
bird,<http://dbpedia.org/resource/Russet-crowned_quail-dove>
bird,<http://dbpedia.org/resource/Blue-crowned_manakin>
bird,<http://dbpedia.org/resource/American_herring_gull>
mammal,<http://dbpedia.org/resource/Lovely-haired_rat>
invertebrate,<http://dbpedia.org/resource/Lithodes_galapagensis>
invertebrate,<http://dbpedia.org/resource/Arkys_curtulus>
reptile,<http://dbpedia.org/resource/Stenolepis>
mammal,<http://dbpedia.org/resource/Pusa>
amphibian,<http://dbpedia.org/resource/Indobenthosuchus>
fish,<http://dbpedia.org/resource/Pethia_didi>
amphibian,<http://dbpedia.org/resource/Caecilia_thompsoni>
fish,<http://dbpedia.org/resource/Haplochromis_spekii>
invertebrate,<http://dbpedia.org/resource/Cyrenoida_floridana>
insect,<http://dbpedia.org/resource/Coleophora_pandionella>
fish,<http://dbpedia.org/resource/Snakeskin_gourami>
reptile,<http://dbpedia.org/resource/Sinaspideretes>
invertebrate,<http://dbpedia.org/resource/Ceramaster>
reptile,<http://dbpedia.org/resource/Krzyzanowskisaurus>
fish,<http://dbpedia.org/resource/Sicyopterus>
bird,<http://dbpedia.org/resource/Flame-crested_manakin>
bird,<http://dbpedia.org/resource/Little_yellow_flycatcher>
insect,<http://dbpedia.org/resource/Glyphodes_boseae>
amphibian,<http://dbpedia.org/resource/Nephelobates>
amphibian,<http://dbpedia.org/resource/Humphrey's_caecilian>
fish,<http://dbpedia.org/resource/Capoeta_banarescui>
reptile,<http://dbpedia.org/resource/Laudakia_agrorensis>
fish,<http://dbpedia.org/resource/Pristobrycon_maculipinnis>
bird,<http://dbpedia.org/resource/Black-and-cinnamon_fantail>
fish,<http://dbpedia.org/resource/Frog_shark>
bird,<http://dbpedia.org/resource/Greenish_puffleg>
invertebrate,<http://dbpedia.org/resource/Mycolaelaps>
insect,<http://dbpedia.org/resource/Acanthocnemes>
amphibian,<http://dbpedia.org/resource/Malabar_tailed_caecilian>
fish,<http://dbpedia.org/resource/Tilapia_zillii>
invertebrate,<http://dbpedia.org/resource/Dajidae>
mammal,<http://dbpedia.org/resource/Graecopithecus>
mammal,<http://dbpedia.org/resource/Paradaphoenus>
fish,<http://dbpedia.org/resource/Ferox_trout>
reptile,<http://dbpedia.org/resource/Macrocalamus>
fish,<http://dbpedia.org/resource/Barbus_nounensis>
amphibian,<http://dbpedia.org/resource/Callulops_stictogaster>
fish,<http://dbpedia.org/resource/Sailfin_weever>
fish,<http://dbpedia.org/resource/Pseudochondrostoma_willkommii>
reptile,<http://dbpedia.org/resource/Round_Island_boa>
invertebrate,<http://dbpedia.org/resource/Meractaea>
mammal,<http://dbpedia.org/resource/Kowari>
fish,<http://dbpedia.org/resource/Paratanakia_himantegus>
bird,<http://dbpedia.org/resource/Eastern_chat-tanager>
fish,<http://dbpedia.org/resource/Barbodes_aurotaeniatus>
mammal,<http://dbpedia.org/resource/Johan's_spiny_mouse>
fish,<http://dbpedia.org/resource/Astroblepus_chimborazoi>
reptile,<http://dbpedia.org/resource/Elapsoidea>
reptile,<http://dbpedia.org/resource/Allison's_anole>
bird,<http://dbpedia.org/resource/Yellow-breasted_chat>
fish,<http://dbpedia.org/resource/Breitensteinia_cessator>
mammal,<http://dbpedia.org/resource/Merychippus>
mammal,<http://dbpedia.org/resource/Gobi_jerboa>
mammal,<http://dbpedia.org/resource/Homo_gautengensis>
fish,<http://dbpedia.org/resource/Rhinelepis_strigosa>
fish,<http://dbpedia.org/resource/Paracobitis_smithi>
fish,<http://dbpedia.org/resource/Xenistius>
mammal,<http://dbpedia.org/resource/Coelodonta_thibetana>
fish,<http://dbpedia.org/resource/Cichla>
amphibian,<http://dbpedia.org/resource/Philautus_surrufus>
mammal,<http://dbpedia.org/resource/Maui's_dolphin>
bird,<http://dbpedia.org/resource/Arctic_warbler>
invertebrate,<http://dbpedia.org/resource/Ozyptila_danubiana>
insect,<http://dbpedia.org/resource/Tyspanodes_suasalis>
invertebrate,<http://dbpedia.org/resource/Amaurobius_pavesii>
invertebrate,<http://dbpedia.org/resource/Hasarius_rufociliatus>
mammal,<http://dbpedia.org/resource/Lufengpithecus_keiyuanensis>
fish,<http://dbpedia.org/resource/Turkey_moray>
mammal,<http://dbpedia.org/resource/Miller's_long-tongued_bat>
reptile,<http://dbpedia.org/resource/Gardiner's_burrowing_skink>
bird,<http://dbpedia.org/resource/Brown-backed_honeyeater>
insect,<http://dbpedia.org/resource/Parasetigena>
mammal,<http://dbpedia.org/resource/Western_grey_kangaroo>
invertebrate,<http://dbpedia.org/resource/Oligonychus_ununguis>
fish,<http://dbpedia.org/resource/Southern_African_frilled_shark>
bird,<http://dbpedia.org/resource/Orange-headed_tanager>
fish,<http://dbpedia.org/resource/Brownbanded_bamboo_shark>
mammal,<http://dbpedia.org/resource/Solomon's_naked-backed_fruit_bat>
